GEOAREA_ID,GEOAREA_NAME,GEOAREA_POINTTOTAL,GEOAREA_POINTLIST
7507,94-密云-巨各庄-河南寨镇,166,"116.731805,40.282609;116.747675,40.302549;116.750835,40.301564;116.757955,40.310609;116.764585,40.311689;116.767335,40.310371;116.767165,40.313552;116.762315,40.314222;116.759623,40.319411;116.768858,40.318251;116.779885,40.324071;116.786475,40.324887;116.790795,40.331848;116.81248,40.341886;116.812063,40.349179;116.815364,40.351896;116.819133,40.352237;116.825085,40.350503;116.839085,40.352229;116.865417,40.36494;116.867505,40.367492;116.867488,40.372054;116.869801,40.373952;116.880831,40.376245;116.889604,40.381784;116.896372,40.377773;116.938985,40.377009;116.955529,40.372424;116.960041,40.368604;116.979593,40.362109;117.003657,40.359053;117.039753,40.358289;117.044766,40.359435;117.05379,40.357907;117.065321,40.359053;117.067326,40.360963;117.070334,40.360963;117.081363,40.36593;117.086878,40.372042;117.096529,40.374907;117.09891,40.380447;117.097657,40.386751;117.094398,40.390762;117.10643,40.391908;117.110942,40.397256;117.116958,40.401459;117.129491,40.402987;117.132499,40.410628;117.142025,40.41101;117.148542,40.413302;117.150547,40.415976;117.155059,40.417886;117.160574,40.41865;117.173608,40.415594;117.188147,40.421325;117.192659,40.421325;117.196168,40.424381;117.212712,40.418268;117.229285,40.417261;117.232835,40.406354;117.232115,40.402394;117.236615,40.396165;117.236645,40.392961;117.233865,40.393903;117.230415,40.388246;117.224145,40.385419;117.222425,40.379571;117.21924,40.375342;117.212703,40.376765;117.206255,40.373471;117.200175,40.372743;117.191698,40.376611;117.179532,40.377423;117.172475,40.375062;117.166015,40.37468;117.162808,40.37223;117.15196,40.373914;117.149985,40.37087;117.147045,40.372002;117.13683,40.362512;117.117065,40.354997;117.108765,40.353944;117.100725,40.35875;117.094525,40.360098;117.091405,40.359414;117.081835,40.351094;117.070145,40.346734;117.066245,40.342466;117.060075,40.341512;117.055215,40.33682;117.049425,40.336614;117.044305,40.341004;117.017155,40.336716;117.010265,40.330899;117.009555,40.327695;117.006685,40.325959;117.001795,40.318086;117.001605,40.315202;117.005935,40.307073;116.996203,40.29907;116.998225,40.296902;116.998125,40.293336;116.992625,40.290349;116.986975,40.290677;116.984597,40.287467;116.978045,40.28716;116.967175,40.281934;116.964603,40.275815;116.960213,40.275445;116.957198,40.273518;116.953553,40.267461;116.94513,40.259424;116.946628,40.256916;116.955485,40.251588;116.964555,40.251905;116.969203,40.249043;116.968885,40.245809;116.95432,40.232888;116.951418,40.232372;116.946458,40.236082;116.943362,40.235681;116.937905,40.232032;116.931265,40.231899;116.928755,40.22907;116.925835,40.229589;116.921005,40.226464;116.918242,40.220145;116.90799,40.219881;116.90386,40.221053;116.89938,40.22792;116.888363,40.231895;116.895942,40.236266;116.892835,40.238672;116.88946,40.239126;116.879943,40.256468;116.871923,40.265644;116.870357,40.26863;116.872143,40.272902;116.86725,40.283128;116.867098,40.290342;116.855163,40.291868;116.85262,40.293703;116.849797,40.299225;116.848568,40.306442;116.84318,40.311871;116.832433,40.310441;116.825463,40.305912;116.825365,40.299798;116.822785,40.29849;116.819005,40.284246;116.807398,40.281009;116.804,40.286144;116.796695,40.288329;116.787798,40.286133;116.783778,40.287458;116.778865,40.274945;116.775446,40.273984;116.773453,40.270717;116.76414,40.266587;116.762335,40.268968;116.75912,40.266396;116.756945,40.269376;116.748723,40.274117;116.733279,40.27811;116.734915,40.280914;116.731805,40.282609"
7508,95-密云-巨各庄-巨各庄镇,118,"116.925772,40.463168;116.933175,40.469937;116.939485,40.479196;116.945943,40.48534;116.952225,40.486034;116.952025,40.49252;116.953765,40.495732;116.963245,40.502729;116.969145,40.503991;116.980753,40.500423;116.993445,40.502896;116.996375,40.475583;117.000945,40.468419;117.010615,40.465177;117.018208,40.467167;117.024207,40.464318;117.028178,40.454918;117.031835,40.453508;117.048823,40.452417;117.056635,40.456361;117.0562,40.459195;117.069728,40.458897;117.073235,40.458264;117.073368,40.453829;117.07759,40.448551;117.086738,40.448013;117.096575,40.455827;117.103335,40.459096;117.109495,40.454194;117.109685,40.451317;117.114295,40.45101;117.116523,40.448183;117.130215,40.439107;117.133195,40.44024;117.136413,40.43906;117.145225,40.445714;117.152585,40.448167;117.158715,40.447698;117.160975,40.444772;117.163745,40.444394;117.166305,40.446144;117.164213,40.448122;117.172965,40.45213;117.177962,40.464882;117.177114,40.468966;117.184407,40.470362;117.189105,40.474886;117.201365,40.473703;117.210015,40.463727;117.210245,40.460893;117.212885,40.459386;117.223435,40.456361;117.229425,40.457843;117.232715,40.455411;117.237435,40.455411;117.239735,40.452577;117.244965,40.450875;117.246735,40.447667;117.254265,40.44238;117.257755,40.442376;117.257035,40.439168;117.236895,40.42101;117.229285,40.417261;117.212712,40.418268;117.196168,40.424381;117.192659,40.421325;117.188147,40.421325;117.173608,40.415594;117.160574,40.41865;117.155059,40.417886;117.150547,40.415976;117.148542,40.413302;117.142025,40.41101;117.132499,40.410628;117.129491,40.402987;117.116958,40.401459;117.110942,40.397256;117.10643,40.391908;117.094398,40.390762;117.097657,40.386751;117.09891,40.380447;117.096529,40.374907;117.086878,40.372042;117.081363,40.36593;117.070334,40.360963;117.067326,40.360963;117.065321,40.359053;117.05379,40.357907;117.044766,40.359435;117.039753,40.358289;117.003657,40.359053;116.979593,40.362109;116.960041,40.368604;116.955529,40.372424;116.938985,40.377009;116.896372,40.377773;116.889604,40.381784;116.880831,40.376245;116.869801,40.373952;116.867488,40.372054;116.867427,40.387793;116.874694,40.391757;116.873923,40.39614;116.869282,40.400656;116.870375,40.403576;116.85699,40.417005;116.856065,40.420232;116.859785,40.421655;116.858975,40.427598;116.868328,40.430005;116.878315,40.443305;116.881163,40.443976;116.890852,40.440862;116.903,40.444945;116.906935,40.444883;116.915835,40.456411;116.923818,40.460698;116.925772,40.463168"
7509,96-密云-水库-石城乡,185,"116.67162,40.553188;116.674988,40.555779;116.674595,40.560735;116.691585,40.56331;116.693535,40.561414;116.700185,40.5622;116.708185,40.568982;116.707345,40.576619;116.704745,40.578508;116.705245,40.583291;116.702635,40.585179;116.702882,40.588139;116.70048,40.593404;116.70328,40.595225;116.699956,40.601535;116.7007,40.607155;116.691043,40.617692;116.694453,40.619759;116.69816,40.618962;116.698765,40.623991;116.693815,40.630509;116.704805,40.639234;116.704575,40.646878;116.706085,40.649705;116.704022,40.656989;116.704615,40.661104;116.707395,40.664004;116.708205,40.676098;116.710598,40.678533;116.720655,40.682218;116.721725,40.687966;116.732258,40.690466;116.740552,40.694494;116.742835,40.697624;116.751095,40.702607;116.759153,40.703584;116.761603,40.701098;116.774493,40.697557;116.778292,40.698119;116.783825,40.710637;116.785295,40.725953;116.775125,40.74785;116.775025,40.752629;116.778145,40.754571;116.782595,40.753179;116.788545,40.745587;116.794952,40.743737;116.82621,40.748931;116.832145,40.753171;116.83445,40.760484;116.830495,40.765588;116.830395,40.76941;116.834855,40.768975;116.841755,40.771428;116.848188,40.776828;116.851602,40.777526;116.85316,40.780785;116.858238,40.780785;116.861088,40.783407;116.860502,40.787368;116.858396,40.789266;116.860246,40.79168;116.864696,40.791715;116.869666,40.796067;116.874125,40.794488;116.878666,40.796052;116.889575,40.791082;116.888355,40.78711;116.888705,40.778813;116.885145,40.780881;116.883155,40.778421;116.888185,40.776921;116.891265,40.773534;116.899035,40.774118;116.918185,40.770768;116.915445,40.767552;116.919805,40.757371;116.920095,40.752847;116.916075,40.750764;116.919915,40.742471;116.923195,40.742856;116.927265,40.739278;116.934325,40.737596;116.935615,40.729108;116.937415,40.72685;116.945225,40.72252;116.948725,40.722528;116.955545,40.717256;116.958115,40.714997;116.958275,40.708633;116.954253,40.702681;116.943355,40.697519;116.948895,40.692153;116.944532,40.688889;116.942745,40.685353;116.944025,40.682519;116.938025,40.675908;116.937085,40.666471;116.943435,40.658559;116.945765,40.649888;116.942255,40.648179;116.938525,40.643647;116.93124,40.641226;116.924485,40.637014;116.924555,40.630601;116.928905,40.617967;116.927685,40.615514;116.914645,40.612657;116.90793,40.612689;116.90394,40.610179;116.901623,40.6031;116.897405,40.60111;116.893685,40.595815;116.889715,40.593164;116.888735,40.589436;116.894345,40.58608;116.892663,40.582738;116.893805,40.579404;116.899963,40.572527;116.895665,40.567517;116.892695,40.567132;116.895395,40.556011;116.888943,40.552834;116.888935,40.549344;116.886478,40.547801;116.884905,40.536882;116.882117,40.533726;116.885905,40.52773;116.882839,40.522415;116.963245,40.502729;116.953765,40.495732;116.952025,40.49252;116.952225,40.486034;116.945943,40.48534;116.939485,40.479196;116.933175,40.469937;116.925772,40.463168;116.920435,40.463737;116.907401,40.459156;116.897374,40.460683;116.895369,40.472134;116.885342,40.477478;116.882334,40.478242;116.879326,40.475188;116.861278,40.472898;116.841225,40.475188;116.82418,40.481295;116.820169,40.488166;116.820169,40.498854;116.810142,40.508014;116.808137,40.517939;116.801118,40.499617;116.77906,40.483585;116.771038,40.469844;116.75299,40.466027;116.732937,40.453049;116.7189,40.453049;116.714861,40.45169;116.714538,40.454267;116.711548,40.457437;116.708856,40.455317;116.704195,40.455518;116.693835,40.464013;116.688835,40.464406;116.687895,40.472081;116.686015,40.475531;116.685927,40.479117;116.695848,40.476813;116.694375,40.479806;116.686235,40.48426;116.685667,40.487359;116.691065,40.491719;116.692528,40.505236;116.700265,40.511773;116.705265,40.513257;116.704865,40.516729;116.706495,40.519972;116.711025,40.522531;116.700123,40.531861;116.694983,40.540175;116.69592,40.542841;116.684335,40.547116;116.673855,40.547597;116.671625,40.549371;116.67162,40.553188"
7510,97-密云-水库-西田各庄镇,89,"116.699595,40.374084;116.709985,40.380448;116.706745,40.381779;116.70833,40.387973;116.707928,40.39408;116.70391,40.394406;116.70694,40.396216;116.705998,40.399637;116.70915,40.398491;116.716863,40.401777;116.717498,40.404446;116.733412,40.409453;116.730005,40.415616;116.727308,40.416111;116.72028,40.413922;116.716778,40.41835;116.716521,40.435564;116.720532,40.439347;116.71832,40.442421;116.714575,40.443891;116.714861,40.45169;116.7189,40.453049;116.732937,40.453049;116.75299,40.466027;116.771038,40.469844;116.77906,40.483585;116.801118,40.499617;116.808137,40.517939;116.810142,40.508014;116.820169,40.498854;116.820169,40.488166;116.82418,40.481295;116.841225,40.475188;116.861278,40.472898;116.879326,40.475188;116.882334,40.478242;116.885342,40.477478;116.895369,40.472134;116.897374,40.460683;116.907401,40.459156;116.920435,40.463737;116.925772,40.463168;116.923818,40.460698;116.915835,40.456411;116.906935,40.444883;116.903,40.444945;116.890852,40.440862;116.881163,40.443976;116.878315,40.443305;116.868328,40.430005;116.858975,40.427598;116.859785,40.421655;116.856065,40.420232;116.85699,40.417005;116.870375,40.403576;116.869282,40.400656;116.861596,40.401535;116.850994,40.396069;116.841708,40.39717;116.833002,40.402987;116.82811,40.401853;116.82425,40.396646;116.813722,40.391888;116.791616,40.37332;116.793524,40.361442;116.787715,40.344961;116.795963,40.344642;116.790795,40.331848;116.786475,40.324887;116.779885,40.324071;116.768858,40.318251;116.759623,40.319411;116.754005,40.323545;116.752375,40.33175;116.741815,40.333337;116.739194,40.331038;116.737945,40.338048;116.725788,40.334547;116.718465,40.335843;116.718355,40.340711;116.720415,40.342988;116.723335,40.343278;116.723535,40.351918;116.720145,40.351724;116.720765,40.358594;116.712155,40.358239;116.712585,40.365221;116.699945,40.370938;116.699595,40.374084"
7511,98-密云-太师屯-北庄乡,204,"117.024207,40.464318;117.049278,40.49323;117.060307,40.499325;117.078355,40.51304;117.090387,40.514564;117.104424,40.527517;117.105427,40.534374;117.113448,40.538184;117.12548,40.538184;117.139518,40.554185;117.152803,40.580662;117.162579,40.589996;117.172605,40.612854;117.174611,40.624093;117.18564,40.63114;117.18564,40.64257;117.184637,40.645617;117.169597,40.657046;117.157566,40.660094;117.150547,40.669999;117.149544,40.676095;117.159571,40.684476;117.158634,40.696586;117.162135,40.696069;117.168895,40.691381;117.173155,40.691693;117.174155,40.694772;117.176945,40.69534;117.179685,40.693074;117.196775,40.693071;117.206085,40.690049;117.210395,40.690236;117.224985,40.681359;117.227245,40.678338;117.234575,40.675508;117.250375,40.677949;117.256145,40.677377;117.260445,40.674924;117.266715,40.668313;117.270775,40.666799;117.273025,40.661641;117.285115,40.657918;117.288855,40.65886;117.314485,40.656411;117.329305,40.660539;117.331315,40.666764;117.335315,40.67072;117.353915,40.671632;117.364725,40.677087;117.374765,40.677823;117.382545,40.681863;117.390205,40.681096;117.400155,40.684281;117.407675,40.683324;117.413225,40.684346;117.424505,40.680078;117.432455,40.680627;117.435585,40.67439;117.450395,40.674924;117.460685,40.67122;117.477895,40.676549;117.482035,40.673802;117.491335,40.671323;117.507295,40.659864;117.508805,40.653821;117.505765,40.65204;117.497995,40.651212;117.497225,40.648362;117.498335,40.645551;117.495615,40.641595;117.495475,40.635369;117.491965,40.634339;117.482785,40.633332;117.480405,40.631543;117.472375,40.632795;117.470555,40.63548;117.469285,40.642629;117.466355,40.643308;117.461655,40.647763;117.458155,40.647611;117.457795,40.65046;117.451415,40.650914;117.442845,40.649991;117.449075,40.647843;117.446515,40.646302;117.448135,40.641301;117.445895,40.63791;117.445855,40.631684;117.441835,40.626409;117.436835,40.626611;117.434175,40.624082;117.426035,40.623239;117.425865,40.626241;117.423125,40.62721;117.422155,40.630403;117.423035,40.635289;117.419495,40.635896;117.416735,40.634206;117.415745,40.625905;117.419015,40.619294;117.409205,40.608373;117.407435,40.604604;117.411725,40.595536;117.415255,40.592885;117.416225,40.582132;117.422295,40.577588;117.421755,40.573629;117.415485,40.569116;117.410995,40.568372;117.404445,40.571214;117.401705,40.570275;117.397415,40.572549;117.394655,40.570314;117.393935,40.567464;117.386125,40.5654;117.381895,40.558992;117.371995,40.562032;117.369325,40.566663;117.366075,40.568082;117.359775,40.574693;117.350005,40.575654;117.348125,40.57776;117.345245,40.577764;117.344505,40.580876;117.341615,40.579465;117.338595,40.580602;117.323545,40.573831;117.310845,40.576398;117.303855,40.575673;117.294175,40.566144;117.281175,40.56368;117.275675,40.559446;117.271745,40.558313;117.266235,40.559167;117.263485,40.558229;117.252975,40.5505;117.243325,40.546544;117.244735,40.544171;117.240945,40.539701;117.242445,40.537274;117.245645,40.536153;117.249155,40.527284;117.258845,40.515576;117.257365,40.512281;117.246175,40.513044;117.240555,40.510591;117.239045,40.513139;117.235665,40.514844;117.231505,40.514939;117.226015,40.510793;117.211585,40.51278;117.207185,40.510991;117.206325,40.508348;117.208355,40.506173;117.203715,40.501084;117.203745,40.498159;117.206385,40.494763;117.213555,40.493348;117.216805,40.491059;117.217545,40.488034;117.222195,40.482869;117.221475,40.476171;117.223115,40.473058;117.227905,40.468812;117.231535,40.468713;117.228775,40.461263;117.229425,40.457843;117.223435,40.456361;117.212885,40.459386;117.210245,40.460893;117.210015,40.463727;117.201365,40.473703;117.189105,40.474886;117.184407,40.470362;117.177114,40.468966;117.177962,40.464882;117.172965,40.45213;117.164213,40.448122;117.166305,40.446144;117.163745,40.444394;117.160975,40.444772;117.158715,40.447698;117.152585,40.448167;117.145225,40.445714;117.136413,40.43906;117.133195,40.44024;117.130215,40.439107;117.116523,40.448183;117.114295,40.45101;117.109685,40.451317;117.109495,40.454194;117.103335,40.459096;117.096575,40.455827;117.086738,40.448013;117.07759,40.448551;117.073368,40.453829;117.073235,40.458264;117.069728,40.458897;117.0562,40.459195;117.056635,40.456361;117.048823,40.452417;117.031835,40.453508;117.028178,40.454918;117.024207,40.464318"
7512,99-密云-太师屯-不老屯镇,97,"116.882117,40.533726;116.884905,40.536882;116.886478,40.547801;116.888935,40.549344;116.888943,40.552834;116.895395,40.556011;116.892695,40.567132;116.895665,40.567517;116.899963,40.572527;116.893805,40.579404;116.892663,40.582738;116.894345,40.58608;116.888735,40.589436;116.889715,40.593164;116.893685,40.595815;116.897405,40.60111;116.901623,40.6031;116.90394,40.610179;116.90793,40.612689;116.914645,40.612657;116.927685,40.615514;116.928905,40.617967;116.924555,40.630601;116.924485,40.637014;116.93124,40.641226;116.938525,40.643647;116.942255,40.648179;116.945765,40.649888;116.943435,40.658559;116.937085,40.666471;116.938025,40.675908;116.944025,40.682519;116.942745,40.685353;116.944532,40.688889;116.948895,40.692153;116.943355,40.697519;116.954253,40.702681;116.958275,40.708633;116.964695,40.704915;116.968995,40.704927;116.970515,40.701909;116.980555,40.701734;116.995935,40.695344;116.997965,40.693273;117.004785,40.691396;117.011785,40.693669;117.020355,40.692544;117.024135,40.689912;117.028155,40.692147;117.029635,40.695359;117.038675,40.698197;117.048235,40.697831;117.052485,40.699342;117.069805,40.697942;117.074355,40.700967;117.079615,40.699647;117.092155,40.703996;117.105505,40.706269;117.107535,40.699288;117.120875,40.698541;117.133455,40.694203;117.139425,40.696984;117.150215,40.694909;117.158634,40.696586;117.159571,40.684476;117.149544,40.676095;117.150547,40.669999;117.157566,40.660094;117.169597,40.657046;117.184637,40.645617;117.18564,40.64257;117.18564,40.63114;117.174611,40.624093;117.172605,40.612854;117.162579,40.589996;117.152803,40.580662;117.139518,40.554185;117.12548,40.538184;117.113448,40.538184;117.105427,40.534374;117.104424,40.527517;117.090387,40.514564;117.078355,40.51304;117.060307,40.499325;117.049278,40.49323;117.024207,40.464318;117.018208,40.467167;117.010615,40.465177;117.000945,40.468419;116.996375,40.475583;116.993445,40.502896;116.980753,40.500423;116.969145,40.503991;116.963245,40.502729;116.882839,40.522415;116.885905,40.52773;116.882117,40.533726"
7307,100-平谷-城关-平谷镇,26,"117.074604,40.164841;117.105458,40.165288;117.105149,40.178501;117.15085,40.17803;117.153938,40.189591;117.174336,40.193016;117.170894,40.18875;117.169729,40.177846;117.16645,40.174953;117.168165,40.168576;117.163352,40.158743;117.156151,40.160029;117.156452,40.155143;117.152982,40.154622;117.148998,40.151765;117.148113,40.146144;117.150252,40.145236;117.137977,40.144568;117.132368,40.14285;117.074204,40.142795;117.075906,40.146206;117.071775,40.150411;117.076343,40.155382;117.076676,40.15872;117.073934,40.1611;117.074604,40.164841"
7308,101-平谷-城关-平谷镇南,29,"117.053199,40.124014;117.065103,40.128392;117.06799,40.136854;117.074204,40.142795;117.132368,40.14285;117.128784,40.138404;117.128491,40.135472;117.132614,40.131065;117.132082,40.128366;117.126728,40.121529;117.123932,40.121853;117.119457,40.125474;117.115825,40.124982;117.110784,40.119614;117.105407,40.118517;117.098597,40.114252;117.100078,40.111992;117.097844,40.110339;117.091733,40.108939;117.089507,40.107047;117.086332,40.107801;117.086864,40.110739;117.085076,40.11349;117.081148,40.112794;117.067773,40.105599;117.05914,40.104368;117.044182,40.110565;117.047288,40.117937;117.053199,40.124014"
7309,102-平谷-城关-王辛庄镇,61,"117.050529,40.174236;117.060742,40.178113;117.064978,40.176581;117.071,40.179795;117.078481,40.180822;117.081751,40.182808;117.087959,40.182529;117.088987,40.18517;117.088508,40.18796;117.085828,40.188835;117.085142,40.191378;117.087739,40.19215;117.086261,40.197658;117.076573,40.207146;117.078939,40.217032;117.078274,40.222819;117.073737,40.220915;117.07092,40.229055;117.067256,40.233187;117.066808,40.23687;117.069538,40.24281;117.066141,40.251902;117.067286,40.255964;117.069977,40.258201;117.072611,40.258318;117.073667,40.254437;117.07998,40.244762;117.089991,40.235588;117.097647,40.233847;117.104375,40.238692;117.108576,40.243864;117.115907,40.244674;117.128849,40.242819;117.131995,40.244078;117.136515,40.25057;117.140496,40.253036;117.154812,40.253918;117.162551,40.257475;117.167542,40.253819;117.17452,40.256097;117.181748,40.264681;117.19079,40.260102;117.196416,40.253369;117.195391,40.241878;117.191536,40.237515;117.195521,40.230907;117.194922,40.223254;117.197784,40.216879;117.196329,40.213504;117.190711,40.211037;117.181726,40.212858;117.177546,40.193555;117.174336,40.193016;117.153938,40.189591;117.15085,40.17803;117.105149,40.178501;117.105458,40.165288;117.074604,40.164841;117.064954,40.173574;117.051472,40.171841;117.050529,40.174236"
7310,103-平谷-金海-韩庄镇,141,"117.156151,40.160029;117.163352,40.158743;117.168165,40.168576;117.16645,40.174953;117.169729,40.177846;117.170894,40.18875;117.174336,40.193016;117.177546,40.193555;117.181726,40.212858;117.190711,40.211037;117.196329,40.213504;117.197784,40.216879;117.194922,40.223254;117.195521,40.230907;117.191536,40.237515;117.195391,40.241878;117.196416,40.253369;117.19079,40.260102;117.181748,40.264681;117.191233,40.27882;117.197377,40.281057;117.200679,40.288084;117.196474,40.293024;117.195691,40.297963;117.196848,40.300951;117.2131,40.3;117.209861,40.304239;117.213985,40.306964;117.217559,40.312399;117.230182,40.319202;117.240813,40.320574;117.239558,40.323458;117.230709,40.327346;117.231741,40.330047;117.234485,40.331379;117.242128,40.331606;117.248249,40.335162;117.255426,40.336093;117.263045,40.335843;117.269305,40.333688;117.270935,40.331117;117.266865,40.325894;117.270325,40.30729;117.281915,40.301477;117.288525,40.295144;117.286965,40.282651;117.289675,40.276864;117.301705,40.276918;117.310525,40.280408;117.310725,40.283399;117.316605,40.282628;117.324625,40.287728;117.326965,40.286115;117.330345,40.275201;117.332855,40.258733;117.336065,40.252736;117.333865,40.244943;117.337365,40.239373;117.337725,40.234986;117.340855,40.233693;117.343795,40.228871;117.348445,40.228852;117.353165,40.232041;117.362475,40.232751;117.370215,40.229081;117.373355,40.229177;117.376215,40.226812;117.382365,40.226571;117.385085,40.224847;117.386005,40.221849;117.383365,40.219724;117.370765,40.218282;117.371045,40.209737;117.373475,40.208547;117.374825,40.205869;117.379205,40.206277;117.385715,40.203366;117.377475,40.201047;117.375185,40.203199;117.372835,40.201497;117.372475,40.197332;117.373685,40.19444;117.377115,40.193998;117.376695,40.186303;117.380405,40.186502;117.382195,40.188737;117.392365,40.190511;117.398725,40.186315;117.398565,40.183427;117.384195,40.176221;117.386255,40.174295;117.378695,40.173684;117.373385,40.174886;117.374825,40.171567;117.369815,40.174474;117.362535,40.173112;117.360175,40.17056;117.358675,40.172914;117.355395,40.172608;117.354675,40.169831;117.352105,40.171659;117.344015,40.170518;117.350735,40.162263;117.351515,40.15788;117.353655,40.155198;117.344515,40.147328;117.348165,40.146245;117.346745,40.143899;117.343595,40.143056;117.350025,40.142171;117.349395,40.137902;117.346535,40.138021;117.341245,40.132806;117.325945,40.130944;117.315315,40.137559;117.312025,40.135697;117.305215,40.136796;117.300375,40.133287;117.298515,40.127534;117.290545,40.117517;117.278395,40.118627;117.268975,40.110967;117.26942,40.106986;117.267902,40.104097;117.264825,40.103925;117.259965,40.109182;117.249035,40.110391;117.242308,40.11366;117.235993,40.1311;117.220197,40.135137;117.211619,40.139802;117.204456,40.141285;117.203449,40.144969;117.197702,40.144714;117.194695,40.153028;117.194913,40.157465;117.181305,40.157725;117.178635,40.159175;117.165652,40.154036;117.156452,40.155143;117.156151,40.160029"
7311,104-平谷-马坊-马坊镇,95,"116.97483,40.078814;116.972313,40.086179;116.975285,40.087159;116.975254,40.090206;116.96932,40.094206;116.96623,40.099296;116.968035,40.104089;116.967655,40.109271;116.963445,40.113475;116.962588,40.116572;116.965011,40.121649;116.96715,40.11982;116.97098,40.12033;116.974425,40.125981;116.981498,40.124279;116.987549,40.130932;116.988518,40.14473;116.993873,40.144523;117.000219,40.146923;116.99973,40.153239;117.007031,40.154236;117.00716,40.161187;117.013776,40.161503;117.013499,40.165388;117.030527,40.164641;117.032156,40.166929;117.038405,40.16684;117.039478,40.173731;117.050529,40.174236;117.051472,40.171841;117.064954,40.173574;117.074604,40.164841;117.073934,40.1611;117.076676,40.15872;117.076343,40.155382;117.071775,40.150411;117.075906,40.146206;117.074204,40.142795;117.06799,40.136854;117.065103,40.128392;117.053199,40.124014;117.047288,40.117937;117.044182,40.110565;117.05914,40.104368;117.067773,40.105599;117.081148,40.112794;117.085076,40.11349;117.086864,40.110739;117.086332,40.107801;117.089507,40.107047;117.091733,40.108939;117.097844,40.110339;117.100078,40.111992;117.098597,40.114252;117.105407,40.118517;117.108948,40.099046;117.09182,40.074102;117.089815,40.072071;117.079385,40.071916;117.077085,40.062074;117.074405,40.061315;117.074365,40.067453;117.062875,40.066182;117.063585,40.063478;117.060485,40.061387;117.047725,40.058152;117.045525,40.048692;117.037595,40.048303;117.029675,40.044091;117.020865,40.037568;117.021845,40.034257;117.016695,40.032506;117.017625,40.028619;117.014395,40.028371;117.013785,40.031312;117.007455,40.0291;117.005495,40.031552;116.994385,40.02889;116.987775,40.034661;116.980455,40.037408;116.962515,40.03637;116.963115,40.040227;116.965365,40.041761;116.962785,40.04601;116.957775,40.045163;116.95594,40.049114;116.95448,40.058487;116.964538,40.061342;116.965875,40.063913;116.968645,40.064443;116.972115,40.062947;116.973415,40.067792;116.976325,40.068975;116.978178,40.075183;116.97483,40.078814"
7312,105-平谷-马坊-夏各庄镇,65,"117.09182,40.074102;117.108948,40.099046;117.105407,40.118517;117.110784,40.119614;117.115825,40.124982;117.119457,40.125474;117.123932,40.121853;117.126728,40.121529;117.132082,40.128366;117.132614,40.131065;117.128491,40.135472;117.128784,40.138404;117.132368,40.14285;117.137977,40.144568;117.150252,40.145236;117.148113,40.146144;117.148998,40.151765;117.152982,40.154622;117.156452,40.155143;117.165652,40.154036;117.178635,40.159175;117.181305,40.157725;117.194913,40.157465;117.194695,40.153028;117.197702,40.144714;117.203449,40.144969;117.204456,40.141285;117.211619,40.139802;117.220197,40.135137;117.235993,40.1311;117.242308,40.11366;117.230495,40.108186;117.222075,40.100946;117.221343,40.097605;117.217595,40.093263;117.213325,40.09242;117.204309,40.093517;117.204775,40.086141;117.207193,40.083808;117.203021,40.078943;117.200055,40.078992;117.19662,40.07516;117.199995,40.073224;117.198235,40.066815;117.192605,40.064695;117.185165,40.068132;117.183008,40.071706;117.180735,40.076802;117.182475,40.080384;117.181785,40.083413;117.172945,40.076928;117.177575,40.073499;117.173905,40.067201;117.167635,40.068074;117.158265,40.073548;117.155265,40.072915;117.149825,40.075383;117.152125,40.072385;117.148065,40.065984;117.130385,40.060365;117.123965,40.06091;117.112585,40.068738;117.095095,40.068563;117.097155,40.071225;117.09182,40.074102"
7313,106-平谷-峪口-罗营镇,84,"116.984597,40.287467;116.986975,40.290677;116.992625,40.290349;116.998125,40.293336;116.998225,40.296902;116.996203,40.29907;117.005935,40.307073;117.001605,40.315202;117.001795,40.318086;117.006685,40.325959;117.009555,40.327695;117.010265,40.330899;117.017155,40.336716;117.044305,40.341004;117.049425,40.336614;117.055215,40.33682;117.060075,40.341512;117.066245,40.342466;117.070145,40.346734;117.081835,40.351094;117.091405,40.359414;117.094525,40.360098;117.100725,40.35875;117.108765,40.353944;117.117065,40.354997;117.13683,40.362512;117.147045,40.372002;117.149985,40.37087;117.15196,40.373914;117.162808,40.37223;117.166015,40.37468;117.172475,40.375062;117.179532,40.377423;117.191698,40.376611;117.200175,40.372743;117.206255,40.373471;117.212703,40.376765;117.21924,40.375342;117.221255,40.369687;117.232425,40.370828;117.238595,40.36963;117.239615,40.366639;117.242485,40.365564;117.245855,40.359029;117.248725,40.358911;117.253275,40.341054;117.255755,40.339334;117.255426,40.336093;117.248249,40.335162;117.242128,40.331606;117.234485,40.331379;117.231741,40.330047;117.230709,40.327346;117.239558,40.323458;117.240813,40.320574;117.230182,40.319202;117.217559,40.312399;117.213985,40.306964;117.209861,40.304239;117.2131,40.3;117.196848,40.300951;117.195691,40.297963;117.196474,40.293024;117.200679,40.288084;117.197377,40.281057;117.191233,40.27882;117.179374,40.296807;117.173358,40.299103;117.161326,40.300251;117.156313,40.296807;117.151299,40.296807;117.139769,40.292979;117.134254,40.289151;117.089134,40.277286;117.082867,40.270301;117.077102,40.273841;117.064067,40.276903;117.037497,40.270396;117.026969,40.264272;117.018947,40.248579;116.989369,40.253938;116.983854,40.263124;116.992377,40.279965;116.984597,40.287467"
